question,answer,
"Một vật có khối lượng m = 1 kg, dao động điều hoà với chu kì T = 0,2π(s), biên độ dao động bằng 2 cm. Tính cơ năng của dao động.","Cơ năng (W) = 1/2.k.A^2 =  1/2.m.ω^2.A^2 = 1/2.m.(2π/T)^2.A^2 =  1/2.1.(2π/0,2π)^2.0,02^2 = 0,02 (J)",
"Một con lắc đơn có khối lượng 2 kg và có độ dài 4 m, dao động điều hòa ở nơi có gia tốc trọng trường 9,8 m/s^2. Cơ năng dao động của con lắc là 0,2205J. Biên độ góc (góc lệch lớn nhất) của con lắc bằng?","Cơ năng của con lắc: W = m.g.l.(1 - cosα)
Thay W = 0,2205, m = 2, g = 9,8, l = 4 vào công thức trên, ta có:
cosα ≈ 0,9972 => α ≈ 0,075 (rad)",
"Một con lắc lò xo gồm viên bi nhỏ và lò xo nhẹ có độ cứng 100 N/m, dao động điều hòa với biên độ 0,1 m. Mốc thế năng ở vị trí cân bằng. Khi viên bi cách vị trí cân bằng 7cm thì động năng của con lắc bằng","Động năng con lắc: Wđ = W - Wt = 1/2.k.A^2 - 1/2.k.x^2 = 0,255 (J)",
"Một con lắc lò xo gồm lò xo nhẹ và vật nhỏ dao động điều hòa theo phương ngang với tần số góc 10 rad/s. Biết rằng khi động năng và thế năng (mốc ở vị trí cân bằng của vật) bằng nhau thì vận tốc của vật có độ lớn bằng 0,6√2 m/s. Biên độ dao của con lắc là?","Khi động năng bằng thế năng:
Wđ = Wt => Wt = W/2 ( vì Wđ + Wt = W)
<=> 1/2.k.x^2 = 1/4.k.A^2 
<=>  x^2 = A^2/2
Công thức độc lập thời gian:
v = ±ω√(A^2 - x^2) 
<=> 0,6√2 = 10√(A^2 - A^2/2) 
=> A = 0,12 (m) = 12 (cm) ",
Một vật dao động điều hòa với biên độ 6 cm. Mốc thế năng ở vị trí cân bằng. Khi vật có động năng bằng 3/4 lần cơ năng thì vật cách vị trí cân bằng một đoạn?,"Ta có: Wđ = 3W/4 => Wt = W/4 ( vì Wđ + Wt = W)
<=> 1/2.k.x^2= 1/8.k.A^2
<=> x^2 = A^2/4
<=> x = ± A/2
x = ± A/2 = ± 6/2 = ± 3 (cm)
Vậy vật cách vị trí cân bằng một đoạn 3 cm",
"Một vật có khối lượng m dao động điều hoà với tần số góc ω và biên độ A.
a. Khi vật có li độ bằng một nửa biên độ, động năng và thế năng chiếm bao nhiêu phần trăm so với cơ năng?
b. Tại li độ nào thì thế năng bằng động năng?","a. Ta có: x = A/2 
<=> x^2 = A^2/4
<=> 1/2.k.x^2 = 1/4.1/2.k.A^2
<=> Wt = W/4
=> Wđ = W - Wt = 3W/4
Vậy thế năng chiếm 25% so với cơ năng, động năng chiếm 75% so với cơ năng
b. Khi động năng bằng thế năng:
Wđ = Wt => Wt = W/2 ( vì Wđ + Wt = W)
<=> 1/2.k.x^2 = 1/4.k.A^2 
<=>  x^2 = A^2/2
<=> x = ± A/√2",
"Một con lắc lò xo gồm lò xo có độ cứng k = 100 N/m, vật nặng có khối lượng m = 200g, dao động điều hoà với biên độ A = 5cm. Xác định li độ của vật tại thời điểm động năng của vật bằng 3 lần thế năng của con lắc","Xét thời điểm động năng của vật bằng 3 lần thế năng:
Wđ = 3Wt 
Mà ta có Wđ + Wt = W
<=> 4Wt = W
<=> Wt = W/4
<=> 1/2.k.x^2 = 1/4.1/2.k.A^2 
<=> x^2 = A^2/4
<=> x = ± A/2
Vậy x = ± A/2 = ± 5/2 = ± 2,5 (cm) ",
"Một con lắc lò xo gồm lò xo có độ cứng k = 100 N/m, vật nặng có khối lượng m = 200g, dao động điều hoà với biên độ A = 5cm. Xác định thế năng của con lắc khi vật có li độ x = -2,5cm","Thế năng Wt = 1/2.k.x^2 = 1/2.100.(-0,025)^2 = 0,03125 (J)",
"Xét một vật bắt đầu dao động điều hòa từ vị trí cân bằng, hãy chỉ ra những khoảng thời gian trong một chu kì dao động mà:
a. Thế năng tăng dần trong khi động năng giảm dần.
b. Thế năng giảm dần trong khi động năng tăng dần.","Ta có công thức của thế năng: Wt = 1/2.k.x^2
Suy ra: x càng lớn thì Wt càng lớn (vật càng rời xa vị trí cân bằng)
Mà ta có: Wt + Wđ = W 
Suy ra: Thế năng tăng thì động năng giảm, thế năng giảm thì động năng tăng vì W là hằng số không đổi
a. Từ vị trí cân bằng ra 2 biên: thế năng tăng dần, động năng giảm dần
b. Từ vị trí 2 biên về vị trí cân bằng: thế năng giảm dần, động năng tăng dần",
"Một con lắc dao động tắt dần. Cứ sau mỗi chu kì, biến độ giảm 3%. Tính phần năng lượng của con lắc bị mất đi trong một dao động toàn phần.","Năng lượng con lắc: E = 1/2.k.A^2
Sau 1 chu kỳ, biên độ còn lại: A' = A - 0,03A = 0,97A
Năng lượng còn lại: E' = 1/2.k.(0,97A)^2 = 0,97^2.E 
Vậy phần năng lượng mất đi: ΔE = E - E' = E - 0,97^2.E = 0,0591E",
"Một con lắc dao động tắt dần trong môi trường với lực ma sát rất nhỏ. Cứ sau mỗi chu kì, phần năng lượng của con lắc bị mất đi 8%. Trong một dao động toàn phần biên độ giảm đi bao nhiêu phần trăm?","Sau mỗi chu kì, phần năng lượng của con lắc mất đi 8%
=>  E' = 0,92E
<=> 1/2.k.A'^2 = 0,92.1/2.k.A^2
<=> A'^2 = 0,92.A^2 
<=> A' = A.√0,92
Vậy phần trăm biên độ giảm đi là: 1 - √0,92 ≈ 4,08%",
"Một con lắc lò xo đang dao động tắt dần, sau ba chu kì đầu tiên biên độ của nó giảm đi 10%. Phần trăm cơ năng còn lại sau khoảng thời gian đó là","Năng lượng con lắc: E = 1/2.k.A^2
Sau 3 chu kỳ, biên độ còn lại: A' = A - 0,1A = 0,9A
Năng lượng còn lại: E' = 1/2.k.(0,9A)^2 = 0,9^2.E = 0,81.E
Vậy phần trăm năng nượng còn lại sau khoảng thời gian đó là: 81%",
"Một vật nhỏ dao động điều hòa theo một quỹ đạo thẳng dài 14 cm với chu kì 1 s. Từ thời điểm vật qua vị trí có li độ 3,5 cm theo chiều dương đến khi gia tốc của vật đạt giá trị cực tiểu lần thứ hai, vật có tốc độ trung bình là
","Quỹ đạo thẳng dài 14 cm nên biên độ A = 14/2 = 7 cm.
Gia tốc của vật đạt giá trị cực tiểu: amin = -Aω^2 khi đó x = +A = 7 cm.
Quảng đường vật qua vị trí có li độ 3,5 cm theo chiều dương đến khi gia tốc của vật đạt giá trị cực tiểu lần thứ hai là: S = A/2 + 4A = 31,5 cm.
Khoảng thời gian tương ứng: ∆t = T/6 + T = 7/6 s.
Tốc độ trung bình của vật trong khoảng thời gian này là: 
vtb = S/∆t = 31,5/(7/6) = 27 (cm/s) ",
"Một vật có khối lượng 50 g, dao động điều hòa với biên độ 4 cm và tần số góc 3 rad/s. Động năng cực đại của vật là","Ta có động năng cực đại của vật bằng cơ năng của vật
W = 1/2.m.ω^2.A^2 = 1/2.0,05.3^2.0,04^2 = 3,6.10^-4 (J)
",
Một vật dao động điều hòa với phương trình 5cos(2πt + π/2) cm. Quãng đường vật đi được trong một chu kì là,"Quãng đường vật đi được trong một chu kì là 4A = 20cm
",
"Một vật nhỏ dao động theo phương trình x = 5cos(ωt + 0,5π) cm. Pha ban đầu của dao động là:","So sánh phương trình dao động với phương trình tổng quát của dao động điều hoà x = Acos(ωt + φ) ta thấy pha ban đầu của dao động là 0,5π",
Một chất điểm dao động theo phương trình x = 6cosωt (cm). Dao động của chất điểm có biên độ là:,So sánh phương trình dao động với phương trình tổng quát của dao động điều hoà x = Acos(ωt + φ) ta thấy biên độ dao động của vật là A = 6cm.,
Một vật nhỏ khối lượng 100g dao động theo phương trình x = 8cos10t ( x tính bằng cm; t tính bằng s). Động năng cực đại của vật là:,"Ta có động năng cực đại của vật bằng cơ năng của vật
W = 1/2.m.ω^2.A^2 = 1/2.0,1.10^2.0,08^2 = 0,032 (J)",
"Một chất điểm dao động có phương trình x = 20cos(15t + π/3) (x tính bằng cm, t tính bằng s). Chất điểm này dao động với tần số góc là",So sánh phương trình dao động với phương trình tổng quát của dao động điều hoà x = Acos(ωt + φ) ta thấy tần số góc ω = 15rad/s,
Một chất điểm chuyển động tròn đều trên đường tròn tâm O bán kính 10 cm với tốc độ góc 5 rad/s. Hình chiếu của chất điểm lên trục Ox nằm trong mặt phẳng quỹ đạo có tốc độ cực đại là,"Hình chiếu của chất điểm lên trục Ox nằm trong mặt phẳng quỹ đạo dao động điều hòa với biên độ A = R = 10 cm và tần số góc = tốc độ góc ω = 5 rad/s, tốc độ cực đại là vmax = ωA = 50 cm/s",
"Một chất điểm dao động điều hòa có vận tốc cực đại 60 cm/s và gia tốc cực đại là 2π(m/s^2) . Chọn mốc thế năng tại vị trí cân bằng. Thời điểm ban đầu (t = 0), chất điểm có vận tốc 30 cm/s và thế năng đang tăng. Chất điểm có gia tốc bằng π(m/s^2) lần đầu tiên ở thời điểm","vmax = ω.A = 0,60(m/s)
amax = ω^2.A = 2π(m/s2)
ω = amax/vmax = 2π/0,6 = 10π/3 (rad/s)
T = 2π/ω = 0,6 (s)
Ta cần tìm vị trí ban đầu của vật
Tại thời điểm ban đầu: v = vmax/2 = 30 (cm/s)
Ta có công thức liên hệ giữa v và x trong giao động điều hòa:
x^2 + v^2/ω^2 = A^2 
<=> x^2 = A^2 - v^2/ω^2
<=> x^2 = A^2 - vmax^2/4ω^2
<=> x^2 = A^2 - (Aω)^2/4ω^2
<=> x^2 = A^2 - 4^2/4
<=> x^2 = 3A^2/4
=> x = ± A√3/2
Vì thế năng đang tăng nên vật đang di chuyển tới 1 trong 2 biên, và vì v = 30 > 0 nên vật đang di chuyển tới biên dương (+A)
Ta có công thức liên hệ giữa a và x:
a = -ω^2.x (Với a = amax/2 = π)
<=> amax/2 = -ω^2.x
<=> ω^2.A/2 = -ω^2.x
<=> x = -A/2
Thời gian vật đi từ vị trí ban đầu x = A√3/2 đến vị trí biên dương: t1 = T/12 = 0,05 (s)
Thời gian vật đi từ vị trí biên dương đến vị trí cân bằng: t2 = T/4 = 0,15 (s)
Thời gian vật đi từ vị trí cân bằng đến vị trí x = -A/2: t3 = T/12 = 0,05 (s)
Thời điểm thỏa mãn yêu cầu đề bài là: t = t1 + t2 + t3 = 0,25 (s)
",
"Một chất điểm dao động điều hòa theo một quỹ đạo thẳng dài 14 cm với chu kì 1 s. Tốc độ trung bình của chất điểm từ thời điểm t0 chất điểm qua vị trí có li độ 3,5 cm theo chiều dương đến thời điểm gia tốc của chất điểm có độ lớn cực đại lần thứ 3 (kể từ t0) là","L = 2A = 14 cm => A = 7cm; Vật đi từ vị trí x = 3.5 cm (+) = A/2 đến vị trí biên dương lần thứ 1 (tương ứng với vị trí gia tốc có độ lớn cực đại lần 1) từ biên dương đến biên âm (gia tốc có độ lớn cực đại lần 2), từ biên âm đến biên dương (gia tốc có độ lớn cực đại lần 3) thì quãng đường và thời gian đi được tương ứng là 4,5A và T + T/6
Vậy tốc độ trung bình trong khoảng thời gian đó: vtb = 4,5.A/(T + T/6) = 27 (cm/s)",
Một vật dao động với phương trình x = 6cos(4πt + π/6) (cm) (t tính bằng s). Khoảng thời gian ngắn nhất để vật đi từ vị trí có li độ 3 cm theo chiều dương đến vị trí có li độ −3√3 cm là,"Vật có vị trí li độ 3 cm tương ứng với vị trí x = A/2 (A = 6)
Vật có vị trí li độ -3√3 cm tương ứng với vị trí x = -A√3/2
T = 2π/ω = 2π/4π = 0,5 (s)
Thời gian vật đi từ vị trí x = A/2 đến biên dương là: t1 = T/6 
Thời gian vật đi từ vị trí biên dương đến vị trí cân bằng là: t2 = T/4
Thời gian vật đi từ vị trí cân bằng đến vị trí x = -A√3/2 là: t3 = T/6
Khoảng thời gian ngắn nhất thỏa mãn là: t = t1 + t2 + t3 = 7T/12 = 7/24 (s)",
"Một vật dao động theo phương trình x = 5cos(5πt - π/3) (cm) (t tính bằng s). Kể từ t = 0, thời điểm vật qua vị trí có li độ x = − 2,5 cm lần thứ 2017 là","Thay t = 0 vào phương trình, ta có vị trí ban đầu của vật là x = 2,5 cm (ứng với vị trí A/2) 
T = 2π/ω = 0,4 (s)
Vì pha ban đầu φ = -π/3 (φ<0) nên vật đang di chuyển theo chiều dương (v>0)
Từ vị trí ban đầu tới vị trí vật có li độ x = -2,5 cm (-A/2) lần thứ 1, ta sẽ chia thành các thời điểm như sau: Từ vị trí ban đầu tới vị trí biên dương (t1), từ vị trí biên dương đến vị trí cân bằng (t2), từ vị trí cân bằng tới vị trí x = -A/2 (t3)
Ta có tổng thời gian là: t = t1 + t2 + t3 = T/12 + T/4 + T/6 = T/2
Mỗi chu kì vật qua vị trí x = -2,5 cm 2 lần => Qua 1008 chu kì tiếp theo vật sẽ đi qua vị trí có li độ x = -2,5 cm lần thứ 2017
Vậy tổng thời gian là t* = t + 1008.T = T/2 + 1008T = 403,4 (s)",
"Một vật nhỏ dao động điều hòa dọc theo trục Ox. Khi vật cách vị trí cân bằng một đoạn 2 cm thì động năng của vật là 0,48 J. Khi vật cách vị trí cân bằng một đoạn 6 cm thì động năng của vật là 0,32 J. Biên độ dao động của vật bằng","Cơ năng: W = Wđ + Wt
Vật cách vị trí cân bằng một đoạn 2 cm thì động năng của vật là 0,48 (J)
=> W = Wt + 0,48 = 1/2.k.0,02^2 + 0,48 (1)
Vật cách vị trí cân bằng một đoạn 6 cm thì động năng của vật là 0,32 (J)
=> W = Wt + 0,32 = 1/2.k.0,06^2 + 0,32 (2)
Từ (1)(2) => W = 0,5 (J), k = 100 (N/m)
W = 1/2.k.A^2 <=> 0,5 = 1/2.100.A^2
=> A = 0,1 (m) ",
"Một vật nhỏ khối lượng 200 g dao động điều hòa với tần số 0,5 Hz. Khi lực kéo về tác dụng lên vật là 0,1 N thì động năng của vật có giá trị 1 mJ. Lấy π^2 = 10. Tốc độ của vật khi đi qua vị trí cân bằng là","ω = 2πf = π (rad/s)
k = m.ω^2 = 0,2.π^2 = 2 (N/m)
Độ lớn lực kéo về: |F| = k.|x|
<=> 0,1 = 2.|x| = > |x| = 0,05 (m)
Năng lượng toàn phần:
W = Wđ + Wt = Wđ + 1/2.k.x^2 = 10^-3 + 1/2.2.0,05^2 = 3,5.10^-3 (J)
Tại vị trí cân bằng: v = vmax, động năng đạt giá trị cực đại và bằng cơ năng (năng lượng toàn phần)
W = 1/2.m.vmax^2 = 1/2.0,2.vmax^2 = 3,5.10^-3 => v = vmax ≈ 0,187 (m/s)",
"Một vật dao động điều hòa quanh vị trí cân bằng O. Tại thời điểm t1, vật đi qua vị trí cân bằng. Trong khoảng thời gian từ thời điểm t1 đến thời điểm t2 = t1 +1/6, vật không đổi chiều chuyển động và tốc độ của vật giảm còn một nửa. Trong khoảng thời gian từ thời điểm t2 đến thời điểm t3 = t2 + 1/6, vật đi được quãng đường 6 cm. Tốc độ cực đại của vật trong quá trình dao động là","Tại thời điểm t1, vật đi qua vị trí cân bằng => v1 = vmax 
Tại thời điểm t2: v2 = v1/2 = vmax/2 => x = ± A√3/2 (công thức liên hệ giữa x và v trong dao động điều hòa)
t2 = t1 + 1/6 = t1 + T/6
=> T = 1 (s)
Khoảng thời gian từ t2 đến t3 là: T/6 tại vị trí x = ± A√3/2, ta có: S = 2.(A - A√3/2) = 6 (cm) => A ≈ 22,4 (cm)
Tốc độ cực đại: vmax = A.ω = A.2π/T = 22,4.2π ≈ 140,74 (cm/s)",
"Một vật dao động điều hòa với phương trình x = 4cos(2πt + π/2) cm. Xác định biên độ, chu kỳ và vị trí ban đầu của vật?","So sánh phương trình với phương trình gốc dao động điều hòa x = Acos(ωt + φ), ta được:
A = 4 (cm); ω = 2π (rad/s)
T = 2π/ω = 1 (s)
Thời điểm ban đầu là lúc t = 0, thay vào phương trình, được x = 4cos (π/2) = 0, thời điểm ban đầu vật đang ở vị trí cân bằng.",
"Một vật dao động điều hòa với biên độ 10 cm. Trong khoảng thời gian 90 giây, vật thực hiện được 180 dao động. Lấy π^2 = 10.
a) Tính chu kỳ, tần số dao động của vật.
b) Tính tốc độ cực đại và gia tốc cực đại của vật.","a, Ta có khái niệm: Tần số là số dao động vật thực hiện được trong 1s 
Theo đề bài: Vật thực hiện được 180 dao động trong khoảng thời gian 90 s => Tần số: f = 180/90 = 2 (Hz)
Chu kì: T = 1/f = 1/2 = 0,5 (s)
b, ω = 2πf = 4π (rad/s)
Tốc độ cực đại: vmax = A.ω = 10.4π = 40π (cm/s)
Gia tốc cực đại: amax = A.ω^2 = 10.(4π)^2 = 1600 (cm/s^2)",
"Một vật dao động điều hòa có vmax = 16π (cm/s); amax = 6,4 (m/s2 ). Lấy π^2 = 10.
a) Tính chu kỳ, tần số dao động của vật.
b) Tính độ dài quỹ đạo chuyển động của vật.
c) Tính tốc độ của vật khi vật qua các li độ x = -A/2","a. vmax = A.ω = 16π (cm/s)
amax = A.ω^2 = 640 (cm/s^2)
ω = amax/vmax = 4π (rad/s)
T = 2π/ω = 0,5 (s)
f = 1/T = 2 (Hz)
b. A = vmax/ω = 16π/4π = 4 (cm)
Độ dài quỹ đạo: L = 2A = 8 (cm)
c. Tốc độ của vật khi qua li độ x = -A/2 (ứng với -2 cm) là: 
v = ω√(A^2 - x^2) = 4π√(0,04^2 - 0,02^2) ≈ 0,435 (m/s)",
"Một vật dao động điều hòa có gia tốc cực đại là 314 cm/s2 và tốc độ trung bình trong một chu kỳ là 20 cm/s. Lấy π = 3,14. Biên độ dao động của vật bằng","Trong 1 chu kì vật đi được quãng đường S = 4A
vtb = S/T = 4A/T = 4Aω/2π = 20 (cm/s)
=> Aω = 10π 
amax = Aω. ω = 10π.ω = 100π (cm/s^2) => ω = 10 (rad/s)
Ta có  Aω = 10π và ω = 10 => A = π (cm)  ",
